               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.028971,           0.0088892,           0.0072206,             0.94175,             0.85432,             0.90163,             0.66271,            0.022935,           0.0050064,           0.0051867,           0.0055945,           0.0055945,           0.0055945
                  91,            0.028749,            0.008742,           0.0072681,             0.94284,             0.85538,             0.90274,             0.66645,            0.022889,           0.0049952,           0.0051353,            0.005545,            0.005545,            0.005545
                  92,            0.028407,           0.0089079,           0.0070749,             0.94426,               0.854,             0.90275,             0.66519,             0.02283,           0.0049868,           0.0050329,           0.0054955,           0.0054955,           0.0054955
                  93,            0.028764,           0.0086104,            0.007065,              0.9449,             0.85419,             0.90306,             0.66719,            0.022826,           0.0049874,           0.0050073,            0.005446,            0.005446,            0.005446
                  94,            0.028345,           0.0085683,           0.0070316,             0.94279,              0.8546,             0.90353,             0.66947,            0.022835,             0.00499,           0.0050028,           0.0053965,           0.0053965,           0.0053965
                  95,            0.028303,           0.0087371,           0.0070736,              0.9389,             0.85846,             0.90304,              0.6655,            0.022813,           0.0049893,           0.0050466,            0.005347,            0.005347,            0.005347
                  96,            0.028433,           0.0085731,           0.0069133,              0.9403,             0.85565,              0.9028,             0.66897,             0.02279,            0.004994,           0.0050784,           0.0052975,           0.0052975,           0.0052975
                  97,            0.028445,           0.0087439,           0.0068509,             0.94001,             0.85565,             0.90366,             0.66882,            0.022792,           0.0049942,            0.005082,            0.005248,            0.005248,            0.005248
                  98,            0.028232,            0.008643,           0.0068761,             0.93858,             0.85828,              0.9033,             0.67054,            0.022768,           0.0049894,           0.0050954,           0.0051985,           0.0051985,           0.0051985
                  99,            0.028268,           0.0085524,           0.0068069,             0.93312,             0.86376,             0.90312,             0.66212,            0.022766,           0.0049828,           0.0050834,            0.005149,            0.005149,            0.005149
                 100,            0.028323,           0.0087524,           0.0065609,             0.92839,             0.86861,             0.90246,             0.67027,            0.022759,           0.0049787,           0.0050926,           0.0050995,           0.0050995,           0.0050995
                 101,            0.028191,           0.0085957,            0.006951,             0.92908,             0.86817,             0.90211,             0.66822,            0.022754,           0.0049745,           0.0050409,             0.00505,             0.00505,             0.00505
                 102,            0.028204,           0.0085789,           0.0066174,             0.92894,             0.87015,              0.9026,              0.6697,            0.022761,           0.0049715,           0.0050145,           0.0050005,           0.0050005,           0.0050005
                 103,            0.028234,           0.0085231,           0.0066554,             0.92836,              0.8716,             0.90279,             0.66781,            0.022743,           0.0049707,           0.0049858,            0.004951,            0.004951,            0.004951
                 104,            0.028121,             0.00852,           0.0067285,             0.92931,             0.87178,             0.90287,             0.66722,            0.022726,           0.0049658,           0.0049565,           0.0049015,           0.0049015,           0.0049015
                 105,            0.027815,           0.0086274,           0.0063956,             0.93101,             0.86974,             0.90359,             0.66989,            0.022703,            0.004966,           0.0049356,            0.004852,            0.004852,            0.004852
                 106,            0.028004,           0.0086318,           0.0066993,             0.93492,             0.86797,             0.90278,             0.66908,            0.022686,           0.0049638,           0.0048982,           0.0048025,           0.0048025,           0.0048025
                 107,            0.027789,           0.0085346,           0.0067415,             0.93515,              0.8679,             0.90355,             0.66869,            0.022669,           0.0049584,           0.0048642,            0.004753,            0.004753,            0.004753
                 108,            0.028057,           0.0085303,           0.0064024,             0.93466,             0.86945,             0.90195,             0.66776,            0.022666,           0.0049547,           0.0048387,           0.0047035,           0.0047035,           0.0047035
                 109,            0.027885,           0.0084907,           0.0065708,             0.93276,             0.86744,             0.90137,             0.66831,            0.022661,           0.0049518,           0.0048465,            0.004654,            0.004654,            0.004654
                 110,            0.027799,           0.0084632,           0.0064626,              0.9341,              0.8679,             0.90173,             0.66843,            0.022651,           0.0049503,           0.0048358,           0.0046045,           0.0046045,           0.0046045
                 111,            0.027851,           0.0085213,            0.006441,             0.93431,             0.86878,             0.90208,             0.67011,            0.022643,            0.004946,           0.0048257,            0.004555,            0.004555,            0.004555
                 112,            0.027681,           0.0085024,           0.0065241,             0.93432,             0.86887,             0.90173,             0.66944,            0.022629,           0.0049434,           0.0048106,           0.0045055,           0.0045055,           0.0045055
                 113,            0.027786,           0.0084143,           0.0064348,             0.93414,             0.87041,             0.90174,             0.67025,            0.022615,           0.0049417,           0.0048004,            0.004456,            0.004456,            0.004456
                 114,            0.027518,           0.0085001,           0.0066747,             0.93575,             0.87041,             0.90189,             0.67088,            0.022599,           0.0049389,            0.004775,           0.0044065,           0.0044065,           0.0044065
                 115,              0.0275,           0.0083805,           0.0064424,             0.93567,             0.87177,             0.90179,             0.66953,            0.022593,           0.0049364,           0.0047545,            0.004357,            0.004357,            0.004357
                 116,            0.027603,           0.0085212,           0.0061104,             0.93346,             0.87235,              0.9019,             0.67017,            0.022576,           0.0049341,           0.0047359,           0.0043075,           0.0043075,           0.0043075
                 117,            0.027611,           0.0085064,           0.0063315,             0.93476,             0.87178,             0.90219,             0.66855,            0.022561,           0.0049313,           0.0047196,            0.004258,            0.004258,            0.004258
                 118,            0.027212,           0.0083955,           0.0058916,             0.93498,              0.8713,             0.90237,                0.67,            0.022543,           0.0049294,           0.0047105,           0.0042085,           0.0042085,           0.0042085
                 119,            0.027247,           0.0084695,           0.0062389,             0.93524,              0.8716,             0.90255,             0.66909,            0.022528,           0.0049275,           0.0047004,            0.004159,            0.004159,            0.004159
                 120,            0.027287,           0.0085147,           0.0063604,             0.93637,             0.87066,             0.90279,             0.66993,            0.022509,           0.0049254,           0.0047041,           0.0041095,           0.0041095,           0.0041095
                 121,            0.027272,           0.0084781,           0.0061455,             0.93684,             0.87063,             0.90274,             0.67014,            0.022494,           0.0049234,           0.0047097,             0.00406,             0.00406,             0.00406
                 122,            0.027489,           0.0084649,           0.0060441,             0.93689,             0.86994,             0.90277,             0.67026,            0.022481,           0.0049215,            0.004708,           0.0040105,           0.0040105,           0.0040105
                 123,            0.027283,           0.0083437,           0.0063426,             0.93688,             0.86953,             0.90247,             0.66905,            0.022474,           0.0049176,           0.0047016,            0.003961,            0.003961,            0.003961
                 124,            0.026997,           0.0082959,           0.0058649,             0.93743,             0.86894,             0.90256,             0.66765,            0.022457,           0.0049136,           0.0046964,           0.0039115,           0.0039115,           0.0039115
                 125,            0.027236,           0.0083757,           0.0061467,              0.9379,             0.86904,             0.90247,             0.66776,            0.022449,           0.0049104,           0.0046941,            0.003862,            0.003862,            0.003862
                 126,            0.027161,           0.0084866,           0.0061473,             0.93808,             0.86838,             0.90229,             0.66873,            0.022433,           0.0049078,           0.0046887,           0.0038125,           0.0038125,           0.0038125
                 127,            0.027214,           0.0083845,           0.0061641,             0.93948,             0.86818,             0.90211,             0.66876,            0.022424,           0.0049057,           0.0046889,            0.003763,            0.003763,            0.003763
                 128,            0.027118,           0.0083505,           0.0060248,             0.93955,             0.86803,              0.9021,             0.66932,            0.022416,           0.0049029,           0.0046866,           0.0037135,           0.0037135,           0.0037135
                 129,            0.026914,           0.0084096,           0.0059875,             0.94044,             0.86761,             0.90218,             0.67011,            0.022407,            0.004901,           0.0046864,            0.003664,            0.003664,            0.003664
                 130,            0.026825,           0.0084333,            0.005899,             0.94052,             0.86751,             0.90241,             0.66856,            0.022398,           0.0048984,           0.0046826,           0.0036145,           0.0036145,           0.0036145
                 131,            0.026966,           0.0083923,            0.005837,              0.9411,             0.86764,             0.90301,             0.66923,            0.022391,           0.0048954,           0.0046766,            0.003565,            0.003565,            0.003565
                 132,            0.026706,           0.0083102,           0.0057832,             0.94192,             0.86758,               0.903,             0.66915,            0.022385,           0.0048931,           0.0046734,           0.0035155,           0.0035155,           0.0035155
                 133,            0.026542,           0.0083968,           0.0058198,              0.9412,             0.86774,             0.90284,             0.66904,            0.022379,           0.0048907,           0.0046641,            0.003466,            0.003466,            0.003466
                 134,            0.026655,           0.0083368,           0.0055262,             0.94101,             0.86786,             0.90275,             0.66922,            0.022373,           0.0048893,            0.004663,           0.0034165,           0.0034165,           0.0034165
                 135,            0.026988,           0.0085223,           0.0058937,             0.94107,             0.86784,             0.90279,               0.669,            0.022369,           0.0048877,           0.0046638,            0.003367,            0.003367,            0.003367
                 136,            0.026469,           0.0082637,            0.005495,             0.94131,             0.86823,             0.90284,             0.66853,            0.022367,           0.0048859,           0.0046571,           0.0033175,           0.0033175,           0.0033175
                 137,            0.026529,             0.00826,           0.0057114,             0.94173,             0.86737,             0.90287,             0.66897,             0.02236,           0.0048835,           0.0046533,            0.003268,            0.003268,            0.003268
                 138,            0.026675,           0.0083108,            0.005664,             0.94154,             0.86803,             0.90302,             0.67002,            0.022353,           0.0048816,           0.0046509,           0.0032185,           0.0032185,           0.0032185
                 139,            0.026576,           0.0083223,           0.0056648,             0.94185,             0.86753,             0.90264,             0.66775,            0.022345,           0.0048802,           0.0046435,            0.003169,            0.003169,            0.003169
                 140,            0.026338,           0.0082833,           0.0057947,             0.94253,             0.86798,              0.9027,             0.66829,            0.022341,           0.0048777,           0.0046446,           0.0031195,           0.0031195,           0.0031195
                 141,            0.026591,           0.0083212,           0.0056634,             0.94271,             0.86797,             0.90255,             0.66852,            0.022338,            0.004876,           0.0046456,             0.00307,             0.00307,             0.00307
                 142,            0.026385,           0.0081882,           0.0056791,             0.94308,              0.8679,             0.90236,             0.66775,            0.022333,           0.0048739,           0.0046421,           0.0030205,           0.0030205,           0.0030205
